heart_celltype.l2,Adipocyte,AZ:0000001,fat cell,CL:0000136,skos:exactMatch
heart_celltype.l2,Arterial Endothelial,AZ:0000002,endothelial cell of artery,CL:1000413,skos:exactMatch
heart_celltype.l2,Atrial Cardiomyocyte,AZ:0000003,regular atrial cardiac myocyte,CL:0002129,skos:exactMatch
heart_celltype.l2,B,AZ:0000004,B cell,CL:0000236,skos:exactMatch
heart_celltype.l2,Capillary Endothelial,AZ:0000005,capillary endothelial cell,CL:0002144,skos:exactMatch
heart_celltype.l2,Endocardial,AZ:0000006,endocardial cell,CL:0002350,skos:exactMatch
heart_celltype.l2,Endothelial,AZ:0000007,endothelial cell,CL:0000115,skos:exactMatch
heart_celltype.l2,Fibroblast,AZ:0000008,fibroblast,CL:0000057,skos:exactMatch
heart_celltype.l2,ILC,AZ:0000009,innate lymphoid cell,CL:0001065,skos:exactMatch
heart_celltype.l2,Lymphatic Endothelial,AZ:0000010,endothelial cell of lymphatic vessel,CL:0002138,skos:exactMatch
heart_celltype.l2,Macrophage,AZ:0000011,macrophage,CL:0000235,skos:exactMatch
heart_celltype.l2,Mast,AZ:0000012,mast cell,CL:0000097,skos:exactMatch
heart_celltype.l2,Mesothelial,AZ:0000013,mesothelial cell,CL:0000077,skos:exactMatch
heart_celltype.l2,Monocyte/cDC,AZ:0000014,myeloid cell,CL:0000763,skos:narrowMatch
heart_celltype.l2,Neuronal,AZ:0000015,Schwann cell,CL:0002573,skos:exactMatch
heart_celltype.l2,NK,AZ:0000016,natural killer cell,CL:0000623,skos:exactMatch
heart_celltype.l2,Pericyte,AZ:0000017,pericyte,CL:0000669,skos:exactMatch
heart_celltype.l2,Smooth Muscle,AZ:0000018,smooth muscle cell,CL:0000192,skos:exactMatch
heart_celltype.l2,T,AZ:0000019,T cell,CL:0000084,skos:exactMatch
heart_celltype.l2,Venous Endothelial,AZ:0000020,endothelial cell of venule,CL:1000414,skos:exactMatch
heart_celltype.l2,Ventricular Cardiomycoyte,AZ:0000021,regular ventricular cardiac myocyte,CL:0002131,skos:exactMatch
kidney_annotation.l3,Afferent / Efferent Arteriole Endothelial,AZ:0000022,endothelial cell of arteriole,CL:1000412,skos:exactMatch
kidney_annotation.l3,Ascending Thin Limb,AZ:0000023,kidney loop of Henle thin ascending limb epithelial cell,CL:1001107,skos:exactMatch
kidney_annotation.l3,Ascending Vasa Recta Endothelial,AZ:0000024,vasa recta ascending limb cell,CL:1001131,skos:exactMatch
kidney_annotation.l3,B,AZ:0000025,B cell,CL:0000236,skos:exactMatch
kidney_annotation.l3,Classical Dendritic,AZ:0000026,conventional dendritic cell,CL:0000990,skos:exactMatch
kidney_annotation.l3,Connecting Tubule,AZ:0000027,kidney connecting tubule epithelial cell,CL:1000768,skos:exactMatch
kidney_annotation.l3,Connecting Tubule Intercalated Type A,AZ:0000028,kidney connecting tubule alpha-intercalated cell,CL:4030020,skos:exactMatch
kidney_annotation.l3,Connecting Tubule Principal,AZ:0000029,kidney connecting tubule principal cell,CL:4030018,skos:exactMatch
kidney_annotation.l3,Cortical Collecting Duct Intercalated Type A,AZ:0000030,kidney cortex collecting duct intercalated cell,CL:1000715,skos:exactMatch
kidney_annotation.l3,Cortical Collecting Duct Principal,AZ:0000031,kidney cortex collecting duct principal cell,CL:1000714,skos:exactMatch
kidney_annotation.l3,Cortical Thick Ascending Limb,AZ:0000032,kidney loop of Henle cortical thick ascending limb epithelial cell,CL:1001109,skos:exactMatch
kidney_annotation.l3,Cortical Vascular Smooth Muscle / Pericyte,AZ:0000033,renal interstitial pericyte,CL:1001318,skos:exactMatch
kidney_annotation.l3,Cycling Mononuclear Phagocyte,AZ:0000034,mononuclear phagocyte,CL:0000113,skos:exactMatch
kidney_annotation.l3,Descending Thin Limb Type 1,AZ:0000035,kidney loop of Henle short descending thin limb epithelial cell,CL:4030012,skos:exactMatch
kidney_annotation.l3,Descending Thin Limb Type 2,AZ:0000036,kidney loop of Henle long descending thin limb outer medulla epithelial cell,CL:4030013,skos:exactMatch
kidney_annotation.l3,Descending Thin Limb Type 3,AZ:0000037,kidney loop of Henle long descending thin limb inner medulla epithelial cell,CL:4030014,skos:exactMatch
